Year,Location,Area,Rainfall,Soil,temperature,Irrigation,Yeilds,Humidity,crop,Demand,Price
2020,Chhattisgarh,35,1123.0,Laterite,38,Drip,78958.65,50,Paddy,5.0,28.35
2020,Chhattisgarh,9,1108.0,Laterite,35,Sprinkler,20189.49,50,Maize,-5.0,22.8
2020,Odisha,11,1652.0,Laterite,44,Surface,14652.97,50,Paddy,5.0,31.5
2020,Andhra Pradesh,26,814.0,Laterite,33,Furrow,45687.11,50,Groundnut,2.0,67.32
2020,West Bengal,39,2849.0,Alluvial,43,Basin,4455.27,40,Cotton,-15.0,47.6
2020,Chhattisgarh,8,1385.0,Laterite,41,Surface,16321.54,50,Maize,-5.0,22.8
2020,Andhra Pradesh,32,809.0,Red,30,Sprinkler,9310.5,45,Cotton,-15.0,52.7
2020,West Bengal,41,1362.0,Alluvial,33,Surface,81818.65,40,Groundnut,2.0,62.22
2020,Odisha,44,1383.0,Red,41,Basin,10557.31,40,Cotton,-15.0,54.4
2020,Chhattisgarh,31,1039.0,Red,33,Drip,86792.02,35,Paddy,5.0,28.35
2020,Chhattisgarh,37,1342.0,Laterite,31,Surface,104284.41,35,Wheat,8.0,27.0
2020,West Bengal,9,2231.0,Saline,34,Basin,16591.33,50,Paddy,5.0,27.3
2020,Assam,14,2220.0,Red,44,Surface,15143.31,40,Tea,3.0,170.98
2020,Chhattisgarh,27,1359.0,Laterite,32,Basin,64024.81,35,Maize,-5.0,22.8
2020,West Bengal,48,2422.0,Alluvial,29,Surface,90286.99,50,Groundnut,2.0,62.22
2020,West Bengal,1,1619.0,Laterite,35,Surface,1958.27,40,Paddy,5.0,27.3
2020,Punjab,14,566.0,Black,36,Furrow,43383.68,40,Wheat,8.0,28.08
2020,Punjab,13,608.0,Alluvial,26,Furrow,41600.07,60,Paddy,5.0,29.4
2020,Tamil Nadu,31,1173.0,Laterite,27,Surface,70400.78,45,Paddy,5.0,29.4
2020,West Bengal,44,2220.0,Saline,44,Basin,18468.05,50,Greengram,-5.0,86.45
2020,Odisha,19,1247.0,Red,26,Surface,20451.43,45,Groundnut,2.0,69.36
2020,West Bengal,14,1742.0,Alluvial,41,Surface,27740.69,40,Paddy,5.0,27.3
2020,West Bengal,41,1269.0,Alluvial,41,Surface,20495.47,40,Greengram,-5.0,86.45
2020,Punjab,34,747.0,Alluvial,42,Drip,16436.28,50,Cotton,-15.0,47.6
2020,Tamil Nadu,18,915.0,Laterite,31,Drip,38344.84,50,Paddy,5.0,29.4
2020,Chhattisgarh,40,1291.0,Laterite,32,Basin,103999.2,50,Maize,-5.0,22.8
2020,Odisha,3,1648.0,Laterite,39,Basin,6130.52,50,Paddy,5.0,31.5
2020,Punjab,35,622.0,Black,37,Sprinkler,121045.59,40,Wheat,8.0,28.08
2020,Uttar Pradesh,10,1079.0,Black,30,Drip,15552.33,60,Groundnut,2.0,57.12
2020,Telangana,34,839.0,Red,43,Sprinkler,14547.05,50,Cotton,-15.0,54.4
2020,Tamil Nadu,23,931.0,Laterite,40,Sprinkler,25440.19,50,Groundnut,2.0,65.28
2020,Assam,37,3225.0,Laterite,26,Basin,79985.53,60,Paddy,5.0,29.4
2020,Odisha,1,1215.0,Laterite,25,Surface,987.93,60,Groundnut,2.0,69.36
2020,Tamil Nadu,7,846.0,Laterite,36,Furrow,4960.69,50,Groundnut,2.0,65.28
2020,Tamil Nadu,49,1061.0,Laterite,28,Drip,70919.28,45,Groundnut,2.0,65.28
2020,Telangana,33,986.0,Black,29,Sprinkler,60654.02,45,Paddy,5.0,31.5
2020,Punjab,25,630.0,Alluvial,35,Drip,15702.63,40,Cotton,-15.0,47.6
2020,Andhra Pradesh,20,1008.0,Laterite,24,Sprinkler,51430.23,60,Paddy,5.0,30.45
2020,Tamil Nadu,1,1076.0,Laterite,43,Drip,2581.15,50,Paddy,5.0,29.4
2020,Tamil Nadu,45,978.0,Laterite,32,Sprinkler,108495.14,50,Paddy,5.0,29.4
2020,West Bengal,49,2240.0,Alluvial,37,Basin,85653.32,40,Paddy,5.0,27.3
2020,Punjab,48,702.0,Alluvial,37,Sprinkler,148086.3,40,Wheat,8.0,28.08
2020,Telangana,46,910.0,Black,35,Sprinkler,112271.77,50,Paddy,5.0,31.5
2020,Assam,20,2759.0,Alluvial,43,Basin,27941.51,40,Jute,-10.0,45.9
2020,Telangana,1,822.0,Black,25,Furrow,1426.51,45,Groundnut,2.0,69.36
2020,Uttar Pradesh,46,724.0,Black,32,Drip,132526.47,40,Paddy,5.0,28.35
2020,Uttar Pradesh,31,940.0,Alluvial,23,Sprinkler,14923.76,60,Greengram,-5.0,81.7
2020,Chhattisgarh,12,1572.0,Laterite,44,Basin,18272.91,35,Maize,-5.0,22.8
2020,Assam,16,2565.0,Laterite,31,Surface,36310.3,50,Paddy,5.0,29.4
2020,Assam,49,3201.0,Laterite,31,Surface,81561.91,40,Paddy,5.0,29.4
2020,Telangana,20,825.0,Red,26,Furrow,19746.74,60,Groundnut,2.0,69.36
2020,Telangana,6,878.0,Black,35,Furrow,12980.59,50,Groundnut,2.0,69.36
2020,Uttar Pradesh,39,749.0,Alluvial,29,Furrow,74121.53,50,Paddy,5.0,28.35
2020,Tamil Nadu,6,924.0,Red,39,Drip,2373.92,50,Cotton,-15.0,51.85
2020,Punjab,19,742.0,Alluvial,27,Furrow,11652.6,50,Cotton,-15.0,47.6
2020,Chhattisgarh,17,1067.0,Red,36,Sprinkler,32275.05,35,Paddy,5.0,28.35
2020,Odisha,11,1576.0,Laterite,41,Basin,2276.26,50,Cotton,-15.0,54.4
2020,Andhra Pradesh,8,957.0,Red,38,Sprinkler,15828.08,35,Groundnut,2.0,67.32
2020,Punjab,33,754.0,Alluvial,44,Drip,113613.68,40,Wheat,8.0,28.08
2020,Odisha,3,1630.0,Red,23,Surface,2748.93,45,Groundnut,2.0,69.36
2020,Assam,9,3393.0,Laterite,28,Surface,10593.17,50,Jute,-10.0,45.9
2020,Telangana,5,848.0,Black,36,Furrow,8261.72,35,Groundnut,2.0,69.36
2020,Punjab,33,572.0,Black,33,Furrow,83551.36,40,Wheat,8.0,28.08
2020,Odisha,16,1478.0,Red,36,Surface,26762.72,40,Paddy,5.0,31.5
2020,Punjab,2,696.0,Black,32,Furrow,1265.69,50,Cotton,-15.0,47.6
2020,Tamil Nadu,18,1194.0,Laterite,29,Basin,5775.91,60,Cotton,-15.0,51.85
2020,Chhattisgarh,10,1256.0,Laterite,28,Surface,22515.58,45,Maize,-5.0,22.8
2020,Telangana,3,903.0,Laterite,31,Sprinkler,4302.49,35,Groundnut,2.0,69.36
2020,Telangana,47,987.0,Red,29,Drip,26857.33,60,Cotton,-15.0,54.4
2020,Andhra Pradesh,13,962.0,Laterite,40,Drip,20912.32,50,Groundnut,2.0,67.32
2020,Punjab,44,671.0,Black,32,Sprinkler,24374.74,40,Cotton,-15.0,47.6
2020,Uttar Pradesh,32,935.0,Alluvial,33,Drip,11903.7,50,Cotton,-15.0,49.3
2020,Andhra Pradesh,25,1109.0,Black,35,Drip,7287.25,50,Cotton,-15.0,52.7
2020,Assam,26,2688.0,Laterite,25,Basin,36633.71,50,Jute,-10.0,45.9
2020,West Bengal,20,1868.0,Alluvial,39,Basin,41134.93,40,Paddy,5.0,27.3
2020,Tamil Nadu,17,811.0,Laterite,40,Furrow,21926.61,50,Groundnut,2.0,65.28
2020,Telangana,46,842.0,Black,38,Sprinkler,23357.79,35,Cotton,-15.0,54.4
2020,Chhattisgarh,15,1226.0,Red,36,Basin,34747.63,35,Wheat,8.0,27.0
2020,Odisha,30,1542.0,Laterite,34,Surface,60735.45,50,Paddy,5.0,31.5
2020,Assam,22,3356.0,Alluvial,37,Surface,28733.78,40,Jute,-10.0,45.9
2020,Punjab,2,638.0,Black,24,Furrow,1160.33,60,Cotton,-15.0,47.6
2020,Tamil Nadu,34,1092.0,Laterite,33,Drip,15107.35,35,Cotton,-15.0,51.85
2020,Chhattisgarh,18,1222.0,Red,23,Basin,40370.65,60,Paddy,5.0,28.35
2020,Punjab,5,579.0,Black,25,Furrow,13417.16,50,Wheat,8.0,28.08
2020,Telangana,48,843.0,Red,28,Drip,95093.12,60,Groundnut,2.0,69.36
2020,Odisha,40,1741.0,Laterite,26,Surface,21333.95,45,Groundnut,2.0,69.36
2020,Assam,32,2403.0,Red,24,Basin,42621.3,50,Tea,3.0,170.98
2020,Telangana,38,1116.0,Laterite,27,Drip,79284.38,45,Groundnut,2.0,69.36
2020,Tamil Nadu,50,884.0,Laterite,23,Sprinkler,102574.48,60,Paddy,5.0,29.4
2020,Tamil Nadu,29,958.0,Laterite,43,Sprinkler,15071.57,50,Groundnut,2.0,65.28
2020,Tamil Nadu,43,887.0,Laterite,25,Furrow,76542.35,45,Paddy,5.0,29.4
2020,West Bengal,22,2154.0,Saline,24,Surface,37667.91,50,Paddy,5.0,27.3
2020,Odisha,50,1452.0,Laterite,36,Basin,39710.78,50,Groundnut,2.0,69.36
2020,Uttar Pradesh,39,1049.0,Alluvial,37,Sprinkler,14017.23,50,Cotton,-15.0,49.3
2020,West Bengal,34,2422.0,Laterite,24,Basin,5128.39,50,Cotton,-15.0,47.6
2020,Andhra Pradesh,45,1021.0,Black,32,Drip,120166.63,50,Paddy,5.0,30.45
2020,West Bengal,7,2642.0,Laterite,38,Basin,11001.6,50,Groundnut,2.0,62.22
2020,Tamil Nadu,25,908.0,Red,28,Sprinkler,23939.38,45,Groundnut,2.0,65.28
2020,Odisha,4,1598.0,Red,32,Surface,2833.47,50,Groundnut,2.0,69.36
2020,Tamil Nadu,44,1118.0,Laterite,26,Sprinkler,112553.67,60,Paddy,5.0,29.4
2020,Tamil Nadu,21,1176.0,Laterite,24,Basin,6384.27,45,Cotton,-15.0,51.85
2020,Uttar Pradesh,1,714.0,Alluvial,36,Sprinkler,323.77,50,Cotton,-15.0,49.3
2020,Punjab,48,598.0,Alluvial,27,Drip,24505.5,60,Cotton,-15.0,47.6
2020,Tamil Nadu,47,979.0,Laterite,44,Sprinkler,49163.86,35,Groundnut,2.0,65.28
2020,Chhattisgarh,35,1304.0,Laterite,42,Surface,85792.48,50,Wheat,8.0,27.0
2020,Chhattisgarh,41,1537.0,Red,25,Basin,78995.17,45,Maize,-5.0,22.8
2020,Tamil Nadu,50,1192.0,Laterite,36,Surface,18269.31,35,Cotton,-15.0,51.85
2020,Uttar Pradesh,14,705.0,Alluvial,24,Furrow,31594.94,50,Paddy,5.0,28.35
2020,Andhra Pradesh,16,833.0,Black,23,Sprinkler,27398.95,60,Groundnut,2.0,67.32
2020,Assam,38,2073.0,Laterite,34,Basin,68855.49,40,Paddy,5.0,29.4
2020,Assam,29,3349.0,Red,32,Surface,26600.14,40,Tea,3.0,170.98
2020,Chhattisgarh,5,1436.0,Laterite,35,Basin,13991.75,50,Wheat,8.0,27.0
2020,Punjab,9,678.0,Black,28,Furrow,31892.14,50,Wheat,8.0,28.08
2020,Andhra Pradesh,29,1048.0,Black,35,Sprinkler,8935.89,50,Cotton,-15.0,52.7
2020,Telangana,5,1056.0,Laterite,37,Drip,5864.75,35,Groundnut,2.0,69.36
2020,Tamil Nadu,41,1094.0,Laterite,39,Sprinkler,82667.53,50,Paddy,5.0,29.4
2020,Telangana,21,940.0,Red,33,Drip,12118.93,35,Cotton,-15.0,54.4
2020,Uttar Pradesh,32,1139.0,Black,24,Drip,17893.31,50,Greengram,-5.0,81.7
2020,Odisha,8,1391.0,Red,28,Surface,17735.27,50,Paddy,5.0,31.5
2020,West Bengal,21,1398.0,Laterite,23,Basin,37346.68,50,Groundnut,2.0,62.22
2020,Assam,35,2763.0,Red,44,Surface,38147.51,40,Tea,3.0,170.98
2020,Odisha,25,1445.0,Red,34,Surface,49098.16,50,Paddy,5.0,31.5
2020,Andhra Pradesh,24,868.0,Black,43,Furrow,3996.64,35,Cotton,-15.0,52.7
2020,Andhra Pradesh,8,835.0,Red,33,Drip,6370.98,50,Groundnut,2.0,67.32
2020,West Bengal,18,1492.0,Laterite,36,Basin,2500.92,50,Cotton,-15.0,47.6
2020,Andhra Pradesh,25,1099.0,Black,39,Drip,23093.83,50,Groundnut,2.0,67.32
2020,West Bengal,45,1842.0,Alluvial,29,Surface,106810.6,60,Paddy,5.0,27.3
2020,Tamil Nadu,4,854.0,Laterite,34,Sprinkler,3457.46,50,Groundnut,2.0,65.28
2020,Punjab,21,662.0,Alluvial,23,Sprinkler,14254.51,60,Cotton,-15.0,47.6
2020,West Bengal,37,1941.0,Alluvial,34,Basin,58314.48,40,Groundnut,2.0,62.22
2020,Odisha,39,1302.0,Red,26,Basin,94861.35,60,Paddy,5.0,31.5
2020,West Bengal,9,2770.0,Laterite,43,Basin,10652.68,50,Groundnut,2.0,62.22
2020,Tamil Nadu,30,894.0,Red,32,Sprinkler,35896.63,50,Groundnut,2.0,65.28
2020,Tamil Nadu,23,1187.0,Laterite,27,Basin,59274.28,45,Paddy,5.0,29.4
2020,Tamil Nadu,33,871.0,Red,26,Sprinkler,46888.61,45,Groundnut,2.0,65.28
2020,Punjab,38,792.0,Black,44,Drip,19158.75,50,Cotton,-15.0,47.6
2020,Assam,5,3110.0,Red,26,Surface,4820.86,60,Tea,3.0,170.98
2020,Chhattisgarh,20,1219.0,Laterite,36,Surface,44319.44,50,Wheat,8.0,27.0
2020,Telangana,38,1048.0,Black,39,Sprinkler,20309.11,50,Cotton,-15.0,54.4
2020,Andhra Pradesh,16,1032.0,Red,32,Sprinkler,5243.06,35,Cotton,-15.0,52.7
2020,Punjab,23,754.0,Alluvial,43,Furrow,12131.89,40,Cotton,-15.0,47.6
2020,Assam,47,2905.0,Alluvial,35,Basin,50665.48,50,Tea,3.0,170.98
2020,Telangana,39,884.0,Red,30,Sprinkler,19176.74,60,Cotton,-15.0,54.4
2020,Tamil Nadu,35,874.0,Laterite,23,Drip,95990.18,45,Paddy,5.0,29.4
2020,West Bengal,36,1942.0,Laterite,28,Basin,82080.47,50,Paddy,5.0,27.3
2020,West Bengal,41,2078.0,Alluvial,36,Surface,6675.2,40,Cotton,-15.0,47.6
2020,Assam,23,2351.0,Alluvial,35,Basin,38895.83,40,Jute,-10.0,45.9
2020,Uttar Pradesh,14,784.0,Alluvial,43,Drip,7677.05,50,Groundnut,2.0,57.12
2020,Odisha,9,1302.0,Red,27,Basin,10605.51,50,Groundnut,2.0,69.36
2020,Assam,50,3104.0,Alluvial,26,Basin,72207.39,50,Jute,-10.0,45.9
2020,West Bengal,16,2620.0,Saline,39,Surface,6932.71,40,Greengram,-5.0,86.45
2020,Punjab,22,563.0,Alluvial,26,Furrow,55446.57,50,Paddy,5.0,29.4
2020,Uttar Pradesh,2,672.0,Alluvial,31,Sprinkler,1115.62,40,Greengram,-5.0,81.7
2020,West Bengal,31,2377.0,Saline,41,Surface,12243.69,40,Greengram,-5.0,86.45
2020,Odisha,41,1522.0,Red,36,Basin,9726.61,50,Cotton,-15.0,54.4
2020,Punjab,25,655.0,Black,25,Sprinkler,15255.69,50,Cotton,-15.0,47.6
2020,Assam,5,2887.0,Alluvial,43,Basin,5051.87,40,Jute,-10.0,45.9
2020,Andhra Pradesh,22,1127.0,Black,44,Sprinkler,18240.34,35,Groundnut,2.0,67.32
2020,Assam,32,2257.0,Alluvial,23,Basin,37364.11,50,Tea,3.0,170.98
2020,West Bengal,45,2633.0,Saline,24,Surface,19928.26,60,Greengram,-5.0,86.45
2020,West Bengal,14,1839.0,Alluvial,39,Surface,26643.69,40,Groundnut,2.0,62.22
2020,Andhra Pradesh,40,849.0,Red,29,Drip,55089.6,60,Paddy,5.0,30.45
2020,Punjab,19,522.0,Alluvial,40,Drip,61368.83,40,Wheat,8.0,28.08
2020,Punjab,49,702.0,Black,36,Sprinkler,121529.81,50,Paddy,5.0,29.4
2020,Telangana,11,1016.0,Laterite,29,Drip,23502.19,45,Groundnut,2.0,69.36
2020,Andhra Pradesh,19,1050.0,Red,37,Sprinkler,5732.12,50,Cotton,-15.0,52.7
2020,Andhra Pradesh,42,806.0,Red,39,Furrow,11209.22,50,Cotton,-15.0,52.7
2020,Tamil Nadu,47,881.0,Red,33,Sprinkler,40841.03,50,Groundnut,2.0,65.28
2020,Chhattisgarh,39,1116.0,Red,32,Drip,131990.92,50,Wheat,8.0,27.0
2020,Tamil Nadu,6,1171.0,Red,37,Basin,1958.6,50,Cotton,-15.0,51.85
2020,Chhattisgarh,2,1500.0,Laterite,38,Basin,4596.81,35,Wheat,8.0,27.0
2020,Telangana,44,1145.0,Black,28,Sprinkler,145190.2,60,Paddy,5.0,31.5
2020,Tamil Nadu,44,953.0,Red,39,Sprinkler,90513.84,50,Paddy,5.0,29.4
2020,Chhattisgarh,5,1218.0,Red,39,Basin,9342.03,50,Paddy,5.0,28.35
2020,Uttar Pradesh,33,964.0,Alluvial,38,Sprinkler,10768.69,50,Cotton,-15.0,49.3
2020,Telangana,14,970.0,Red,25,Sprinkler,6517.81,45,Cotton,-15.0,54.4
2020,Assam,44,2842.0,Alluvial,26,Basin,59336.21,60,Tea,3.0,170.98
2020,Tamil Nadu,50,1166.0,Laterite,29,Basin,16792.56,45,Cotton,-15.0,51.85
2020,Andhra Pradesh,8,1067.0,Black,40,Drip,2416.48,50,Cotton,-15.0,52.7
2020,West Bengal,17,1970.0,Laterite,41,Basin,1669.14,50,Cotton,-15.0,47.6
2020,Assam,25,2038.0,Laterite,39,Surface,26918.65,40,Jute,-10.0,45.9
2020,Assam,47,3374.0,Alluvial,33,Basin,75346.27,40,Jute,-10.0,45.9
2020,Assam,25,3403.0,Alluvial,30,Surface,52936.87,50,Paddy,5.0,29.4
2020,Tamil Nadu,2,986.0,Laterite,32,Drip,5084.74,35,Paddy,5.0,29.4
2020,Andhra Pradesh,8,1180.0,Black,29,Basin,1860.98,60,Cotton,-15.0,52.7
2020,Assam,41,3065.0,Laterite,39,Basin,55715.65,50,Jute,-10.0,45.9
2020,Odisha,29,1768.0,Red,43,Surface,54585.75,50,Paddy,5.0,31.5
2020,Assam,15,2879.0,Alluvial,30,Surface,28649.64,60,Paddy,5.0,29.4
2020,Telangana,27,987.0,Black,25,Sprinkler,14513.6,45,Cotton,-15.0,54.4
2020,Assam,35,2659.0,Alluvial,43,Surface,39745.13,40,Jute,-10.0,45.9
2020,Tamil Nadu,10,974.0,Laterite,34,Drip,4487.78,50,Cotton,-15.0,51.85
2020,Punjab,30,687.0,Black,23,Drip,106383.42,60,Paddy,5.0,29.4
2020,Andhra Pradesh,19,816.0,Black,34,Sprinkler,35997.63,50,Groundnut,2.0,67.32
2020,Odisha,18,1528.0,Laterite,35,Basin,40873.88,50,Paddy,5.0,31.5
2020,Telangana,48,1082.0,Black,39,Drip,145203.09,50,Paddy,5.0,31.5
2020,Andhra Pradesh,23,820.0,Black,39,Furrow,6508.95,35,Cotton,-15.0,52.7
2020,Assam,42,3050.0,Laterite,44,Basin,66077.72,40,Paddy,5.0,29.4
2020,Odisha,7,1655.0,Laterite,34,Basin,13035.43,40,Paddy,5.0,31.5
2020,Tamil Nadu,49,1166.0,Red,26,Basin,36270.3,60,Groundnut,2.0,65.28
2020,Punjab,3,787.0,Black,32,Sprinkler,11607.27,50,Wheat,8.0,28.08
2020,Chhattisgarh,9,1046.0,Red,37,Sprinkler,22851.5,35,Maize,-5.0,22.8
2020,Uttar Pradesh,45,1121.0,Laterite,27,Sprinkler,93233.32,60,Paddy,5.0,28.35
2020,Chhattisgarh,15,1179.0,Laterite,38,Basin,29490.63,35,Paddy,5.0,28.35
2020,West Bengal,10,2693.0,Saline,38,Basin,4760.91,50,Greengram,-5.0,86.45
2020,Tamil Nadu,50,912.0,Laterite,27,Drip,111099.44,60,Paddy,5.0,29.4
2020,Punjab,27,589.0,Black,30,Sprinkler,101881.34,60,Wheat,8.0,28.08
2020,Tamil Nadu,47,813.0,Laterite,25,Drip,16373.16,60,Cotton,-15.0,51.85
2020,Telangana,44,1061.0,Black,30,Sprinkler,24087.66,60,Cotton,-15.0,54.4
2020,Telangana,6,942.0,Black,29,Sprinkler,7301.53,60,Groundnut,2.0,69.36
2020,West Bengal,39,1983.0,Alluvial,39,Surface,22099.85,40,Greengram,-5.0,86.45
2020,Andhra Pradesh,42,947.0,Red,33,Drip,10635.34,50,Cotton,-15.0,52.7
2020,Tamil Nadu,38,972.0,Red,33,Drip,16835.02,50,Cotton,-15.0,51.85
2021,Uttar Pradesh,25,1175.0,Alluvial,36,Surface,11388.58,40,Greengram,5.0,100.38
2021,Chhattisgarh,12,1234.0,Laterite,44,Surface,20019.67,50,Maize,0.3,26.24
2021,Andhra Pradesh,6,851.0,Red,31,Furrow,11814.69,50,Groundnut,6.0,77.59
2021,Tamil Nadu,40,1189.0,Laterite,43,Surface,34869.89,35,Groundnut,6.0,75.22
2021,Odisha,34,1403.0,Red,23,Basin,81582.21,50,Paddy,10.0,36.17
2021,Uttar Pradesh,39,953.0,Black,37,Sprinkler,69190.66,40,Paddy,10.0,32.47
2021,Andhra Pradesh,20,901.0,Laterite,29,Sprinkler,48284.14,60,Paddy,10.0,34.94
2021,Telangana,29,1008.0,Laterite,41,Drip,32725.33,35,Groundnut,6.0,79.97
2021,Tamil Nadu,8,1171.0,Laterite,39,Surface,6288.85,50,Groundnut,6.0,75.22
2021,Chhattisgarh,36,1155.0,Red,29,Basin,65714.62,60,Paddy,10.0,32.47
2021,Telangana,44,911.0,Red,42,Drip,71728.19,50,Groundnut,6.0,79.97
2021,Uttar Pradesh,47,666.0,Black,26,Sprinkler,23403.94,60,Greengram,5.0,100.38
2021,Odisha,14,1670.0,Red,29,Basin,2865.65,45,Cotton,5.0,74.51
2021,Uttar Pradesh,10,871.0,Alluvial,27,Sprinkler,5546.23,60,Greengram,5.0,100.38
2021,Assam,14,2403.0,Alluvial,23,Surface,28160.17,60,Paddy,10.0,33.7
2021,Telangana,24,1198.0,Red,37,Surface,43413.21,50,Paddy,10.0,36.17
2021,Punjab,36,538.0,Alluvial,36,Furrow,102749.19,40,Wheat,7.0,30.39
2021,Andhra Pradesh,46,1107.0,Black,35,Drip,129966.57,35,Paddy,10.0,34.94
2021,Andhra Pradesh,28,1179.0,Black,38,Basin,9074.14,50,Cotton,5.0,72.16
2021,Assam,36,2925.0,Laterite,26,Basin,64008.22,50,Paddy,10.0,33.7
2021,Telangana,29,929.0,Black,35,Drip,92126.61,50,Paddy,10.0,36.17
2021,Telangana,41,810.0,Red,38,Drip,23159.11,50,Cotton,5.0,74.51
2021,Punjab,33,683.0,Black,37,Drip,17804.3,40,Cotton,5.0,65.1
2021,Odisha,49,1448.0,Red,35,Basin,13695.55,40,Cotton,5.0,74.51
2021,Tamil Nadu,36,1118.0,Red,25,Drip,64328.14,60,Groundnut,6.0,75.22
2021,Odisha,36,1271.0,Laterite,36,Surface,72582.73,35,Paddy,10.0,36.17
2021,Chhattisgarh,30,1562.0,Red,40,Basin,72618.52,50,Maize,0.3,26.24
2021,Assam,11,3343.0,Laterite,27,Basin,18219.31,60,Paddy,10.0,33.7
2021,Punjab,33,576.0,Alluvial,36,Sprinkler,14660.16,40,Cotton,5.0,65.1
2021,Andhra Pradesh,32,1130.0,Black,39,Drip,54012.3,35,Groundnut,6.0,77.59
2021,Odisha,44,1783.0,Laterite,40,Surface,61292.19,35,Paddy,10.0,36.17
2021,Uttar Pradesh,41,1161.0,Black,32,Basin,99023.12,50,Paddy,10.0,32.47
2021,Telangana,29,960.0,Black,30,Drip,16880.71,45,Cotton,5.0,74.51
2021,West Bengal,13,2148.0,Alluvial,28,Basin,20755.11,50,Groundnut,6.0,71.66
2021,Tamil Nadu,14,1137.0,Laterite,24,Drip,41112.3,60,Paddy,10.0,33.7
2021,Tamil Nadu,16,1061.0,Laterite,41,Drip,5257.95,50,Cotton,5.0,70.98
2021,Andhra Pradesh,10,954.0,Red,39,Drip,26229.36,35,Paddy,10.0,34.94
2021,Telangana,38,832.0,Black,42,Furrow,41063.26,35,Groundnut,6.0,79.97
2021,Uttar Pradesh,23,826.0,Laterite,37,Sprinkler,52710.92,50,Groundnut,6.0,65.72
2021,Tamil Nadu,42,1014.0,Laterite,36,Drip,69438.1,50,Groundnut,6.0,75.22
2021,West Bengal,31,1511.0,Laterite,40,Surface,47078.37,50,Groundnut,6.0,71.66
2021,Tamil Nadu,26,885.0,Laterite,38,Sprinkler,10405.1,50,Cotton,5.0,70.98
2021,Odisha,25,1667.0,Laterite,40,Basin,13945.51,40,Groundnut,6.0,79.97
2021,Chhattisgarh,50,1484.0,Red,23,Surface,114254.76,45,Wheat,7.0,29.19
2021,Odisha,44,1352.0,Red,41,Basin,36280.92,35,Groundnut,6.0,79.97
2021,Assam,18,2166.0,Alluvial,23,Surface,21110.99,50,Tea,-6.0,174.09
2021,Telangana,37,825.0,Black,37,Sprinkler,17596.28,50,Cotton,5.0,74.51
2021,Chhattisgarh,1,1286.0,Red,35,Surface,2865.97,50,Wheat,7.0,29.19
2021,Andhra Pradesh,27,1176.0,Black,32,Basin,31400.7,50,Groundnut,6.0,77.59
2021,Assam,12,3312.0,Alluvial,37,Basin,14988.67,40,Jute,4.0,58.66
2021,Uttar Pradesh,2,951.0,Alluvial,28,Sprinkler,508.12,50,Cotton,5.0,67.45
2021,Telangana,27,1149.0,Red,44,Drip,12416.09,35,Cotton,5.0,74.51
2021,Odisha,44,1394.0,Laterite,28,Basin,43676.06,50,Groundnut,6.0,79.97
2021,Odisha,7,1229.0,Red,26,Basin,13281.47,45,Paddy,10.0,36.17
2021,Punjab,36,732.0,Alluvial,33,Furrow,85350.82,50,Paddy,10.0,33.7
2021,Uttar Pradesh,38,807.0,Black,40,Sprinkler,83815.98,50,Groundnut,6.0,65.72
2021,Tamil Nadu,1,851.0,Laterite,24,Furrow,355.16,45,Cotton,5.0,70.98
2021,Andhra Pradesh,21,1034.0,Laterite,41,Sprinkler,18057.94,50,Groundnut,6.0,77.59
2021,Telangana,8,1133.0,Red,23,Drip,3906.41,45,Cotton,5.0,74.51
2021,Odisha,21,1217.0,Red,44,Surface,15799.19,40,Groundnut,6.0,79.97
2021,Odisha,41,1716.0,Red,26,Surface,9505.5,45,Cotton,5.0,74.51
2021,Assam,1,2687.0,Laterite,28,Surface,2226.12,50,Paddy,10.0,33.7
2021,Tamil Nadu,24,1159.0,Red,25,Surface,59044.41,60,Paddy,10.0,33.7
2021,Andhra Pradesh,43,1038.0,Red,30,Sprinkler,12466.1,60,Cotton,5.0,72.16
2021,Uttar Pradesh,39,842.0,Alluvial,26,Furrow,31662.34,60,Groundnut,6.0,65.72
2021,Punjab,48,544.0,Black,33,Drip,144443.49,40,Paddy,10.0,33.7
2021,Punjab,17,659.0,Alluvial,33,Drip,60669.71,50,Wheat,7.0,30.39
2021,Uttar Pradesh,28,1198.0,Black,33,Surface,61114.94,50,Groundnut,6.0,65.72
2021,Punjab,37,681.0,Black,23,Sprinkler,86745.24,50,Paddy,10.0,33.7
2021,Tamil Nadu,18,868.0,Red,37,Drip,23243.86,50,Groundnut,6.0,75.22
2021,Tamil Nadu,4,1059.0,Red,43,Drip,1527.99,50,Cotton,5.0,70.98
2021,Punjab,43,610.0,Alluvial,39,Furrow,17350.09,40,Cotton,5.0,65.1
2021,Punjab,50,612.0,Alluvial,31,Sprinkler,33214.86,50,Cotton,5.0,65.1
2021,West Bengal,17,2496.0,Alluvial,42,Basin,31014.95,50,Paddy,10.0,31.24
2021,Tamil Nadu,45,824.0,Laterite,37,Sprinkler,15861.58,50,Cotton,5.0,70.98
2021,Chhattisgarh,5,1412.0,Laterite,30,Surface,12892.28,45,Maize,0.3,26.24
2021,Andhra Pradesh,10,911.0,Laterite,35,Drip,20707.46,50,Groundnut,6.0,77.59
2021,West Bengal,44,2308.0,Alluvial,24,Surface,21126.2,50,Greengram,5.0,106.26
